corr,step0,step1,step2,step3,step4,step5,step6,step7,step8,step9
0.0,1.2234387213538866e-05,8.689003152539954e-06,1.0497424227651209e-05,1.3785822375211865e-05,1.5842251741560176e-05,1.9704240912687965e-05,1.4919592103979085e-05,1.1954195542784873e-05,1.5159128452069126e-05,4.6121534978738055e-05
0.0421,2.0924791897414252e-05,1.0259088412567507e-05,1.5778134184074588e-05,1.2730271919281222e-05,1.0967278285534121e-05,1.99037094716914e-05,1.689206328592263e-05,1.4033648767508566e-05,4.833448838326149e-05,4.1626110032666475e-05
0.0842,2.212984509242233e-05,2.3907632566988468e-05,1.3368065992835909e-05,1.370585505355848e-05,1.9145851183566265e-05,1.9876781152561307e-05,2.5777777409530245e-05,2.371131813561078e-05,1.3365680388233159e-05,5.624642290058546e-05
0.1263,1.899766175483819e-05,2.9007967896177433e-05,1.4172596820571925e-05,1.9456738300505094e-05,2.0760440747835673e-05,1.545434679428581e-05,2.81369448202895e-05,2.9764425562461838e-05,3.671745798783377e-05,5.680660251528025e-05
0.1684,2.0925259377690963e-05,2.5302862923126668e-05,1.5677249393775128e-05,1.740372863423545e-05,2.2380732843885198e-05,2.5907236704370007e-05,2.1785950593766756e-05,1.707888804958202e-05,1.5454119420610368e-05,5.2183873776812106e-05
0.2105,1.845134647737723e-05,1.871217682491988e-05,1.0662111890269443e-05,1.89919210242806e-05,1.5605010048602708e-05,2.1737980205216445e-05,1.9185417841072194e-05,2.3512999177910388e-05,2.0702354959212244e-05,5.0539791118353605e-05
0.2526,2.3265240088221617e-05,1.3105773177812807e-05,2.0931467588525265e-05,3.8924677937757224e-05,2.275238512083888e-05,2.3961534679983743e-05,1.7658358046901412e-05,3.1295658118324354e-05,2.9001612347201444e-05,4.4839362089987844e-05
0.2947,2.0361036149552092e-05,1.559986594656948e-05,1.1678127521008719e-05,1.587674159964081e-05,1.9162585886078887e-05,1.7503289200249128e-05,1.8056964108836837e-05,4.9135880544781685e-05,1.6873398635652848e-05,4.3233318137936294e-05
0.3368,2.0117120584473014e-05,1.7116364688263275e-05,2.4974438929348253e-05,2.5353401724714786e-05,2.4175073122023605e-05,2.9999249818501994e-05,2.5354433091706596e-05,2.6478297513676807e-05,1.5876246834523045e-05,4.4115313357906416e-05
0.3789,3.2873405871214345e-05,1.705175054667052e-05,1.973486359929666e-05,2.082789796986617e-05,1.7605552784516476e-05,2.4343989935005084e-05,2.195624983869493e-05,2.8192551326355897e-05,1.7579532141098753e-05,4.0293551137438044e-05
0.4211,2.7166324798599817e-05,2.1045903849881142e-05,1.4135157471173443e-05,1.1604392057051882e-05,2.107462023559492e-05,2.535771272960119e-05,2.7185338694835082e-05,3.0807619623374194e-05,4.1151943150907755e-05,3.682922397274524e-05
0.4632,1.9949738998548128e-05,2.5681161787360907e-05,1.3177504115446936e-05,3.990596815128811e-05,1.790518763300497e-05,2.279134059790522e-05,3.3456512028351426e-05,1.795581920305267e-05,1.9116239855065942e-05,3.5170673072570935e-05
0.5053,1.9527222320903093e-05,4.649649417842738e-05,3.465544432401657e-05,1.8724846086115576e-05,2.6194504243903793e-05,3.584656224120408e-05,2.4728093194426037e-05,2.5223071133950725e-05,0.00012171698472229764,2.8644019039347768e-05
0.5474,2.3999862605705857e-05,4.066677138325758e-05,3.664703035610728e-05,3.9286212995648384e-05,1.859184521890711e-05,2.5097833713516593e-05,2.2400665329769254e-05,3.1200590456137434e-05,2.162469354516361e-05,2.9441136575769633e-05
0.5895,2.0168025002931245e-05,2.090025373036042e-05,3.539735189406201e-05,3.275936614954844e-05,1.6387255527661182e-05,3.565357837942429e-05,1.9877361410181038e-05,2.4818516976665705e-05,2.6392437575850636e-05,2.7387170121073723e-05
0.6316,2.6236395569867454e-05,2.932325514848344e-05,3.12229385599494e-05,2.212536128354259e-05,2.286062590428628e-05,2.9281663955771364e-05,2.2347077901940793e-05,2.3589987904415466e-05,1.881102434708737e-05,2.5088671463890933e-05
0.6737,3.0481272915494628e-05,3.4129498089896515e-05,3.587851097108796e-05,1.8959117369377054e-05,2.6155614250455983e-05,3.130233380943537e-05,3.0906925530871376e-05,2.7475589376990683e-05,8.554672240279615e-05,2.1011790522607043e-05
0.7158,2.5652212571003474e-05,7.199063111329451e-05,1.5598361642332748e-05,1.789890302461572e-05,2.8831858799094334e-05,3.1854360713623464e-05,3.001774166477844e-05,2.856150058505591e-05,3.9417445805156603e-05,1.8850338165066205e-05
0.7579,2.95905538223451e-05,8.842896932037547e-05,1.5665335013181902e-05,1.8752645701169968e-05,3.543391721905209e-05,2.5244093194487505e-05,2.2627484213444404e-05,3.160914275213145e-05,2.9821037969668396e-05,1.630443148314953e-05
0.8,3.940166061511263e-05,4.219559923512861e-05,1.9855531718349084e-05,2.3223014068207704e-05,2.8929054678883404e-05,3.605237725423649e-05,2.5516232199152e-05,4.273985905456357e-05,3.9772312447894365e-05,1.4020038179296535e-05
0.8222,4.9493952246848494e-05,3.6302873922977597e-05,1.7986185412155464e-05,2.3719901946606115e-05,2.874020538001787e-05,3.3389227610314265e-05,2.840454544639215e-05,2.0107636373722926e-05,0.00010861305054277182,1.1153384548379108e-05
0.8444,4.349852315499447e-05,4.116889977012761e-05,2.1299923901096918e-05,2.1238955014268868e-05,2.453001434332691e-05,3.346580342622474e-05,2.140944889106322e-05,3.10917166643776e-05,7.038264448055997e-05,1.0954522622341756e-05
0.8667,4.6420576836680993e-05,4.166508006164804e-05,1.5212268408504315e-05,2.4110979211400263e-05,1.894345405162312e-05,3.0228398827603087e-05,1.6082596630440094e-05,3.2881387596717104e-05,2.695145485631656e-05,1.0252011634293012e-05
0.8889,5.536546086659655e-05,2.40781664615497e-05,2.0798634068341926e-05,2.041965490207076e-05,1.9421289835008793e-05,3.517098957672715e-05,2.4629258405184373e-05,2.076180862786714e-05,7.242535502882674e-05,9.395712368132081e-06
0.9111,4.6929730160627514e-05,2.053138450719416e-05,2.285015034431126e-05,2.258230779261794e-05,2.2068612452130765e-05,2.718976975302212e-05,3.075747736147605e-05,3.1210871384246275e-05,4.6414832468144596e-05,9.287273314839695e-06
0.9333,2.9565779186668806e-05,1.9771228835452348e-05,2.7076837795902975e-05,2.453182423778344e-05,1.79215148818912e-05,2.337141449970659e-05,3.3023312425939366e-05,2.805344593070913e-05,2.0834711904171854e-05,8.962006177171133e-06
0.9556,2.432970177324023e-05,1.3696009773411788e-05,1.3987252714287024e-05,1.6454760043416172e-05,1.3754857718595304e-05,1.5920762962196022e-05,1.9278581021353602e-05,2.817077620420605e-05,1.2770778994308785e-05,9.27660039451439e-06
0.9778,1.1789930795202963e-05,1.0200767064816318e-05,1.06568568298826e-05,1.165476624009898e-05,1.3865765140508302e-05,1.5679905118304305e-05,1.4761607417312916e-05,1.2120237443014048e-05,9.872893315332476e-06,9.011525435198564e-06
1.0,9.491707260167459e-07,7.682262435082521e-07,1.4313080782812904e-06,1.91832918972068e-06,2.961059635708807e-06,3.972515969508095e-06,4.9969612518907525e-06,5.761128704762086e-06,7.030857432255289e-06,7.078680027916562e-06
