corr,mean_pd
0.0,0.031079620122909546
0.0421,0.03227725997567177
0.0842,0.03357385843992233
0.1263,0.03351624682545662
0.1684,0.0343722328543663
0.2105,0.03494814783334732
0.2526,0.03538836911320686
0.2947,0.03657829016447067
0.3368,0.03708970174193382
0.3789,0.0371108278632164
0.4211,0.03835618868470192
0.4632,0.039100684225559235
0.5053,0.04031253978610039
0.5474,0.04205646738409996
0.5895,0.04355896636843681
0.6316,0.044280994683504105
0.6737,0.04555355757474899
0.7158,0.047110579907894135
0.7579,0.04925597459077835
0.8,0.0510588102042675
0.8222,0.052024614065885544
0.8444,0.05256140977144241
0.8667,0.05405489727854729
0.8889,0.05614783242344856
0.9111,0.057625968009233475
0.9333,0.05866049602627754
0.9556,0.0609603151679039
0.9778,0.059274591505527496
1.0,0.04775083810091019
