corr,mean_pd
0.3789,0.0019686322193592787
0.4211,0.0021002439316362143
0.4632,0.0021809907630085945
0.5053,0.002256461651995778
0.5474,0.002426653867587447
0.5895,0.0027227066457271576
0.6316,0.003253533039242029
0.6737,0.003688239259645343
0.7158,0.004199295770376921
0.7579,0.004426797851920128
0.8,0.005367569159716368
0.8222,0.00514814630150795
0.8444,0.005657244008034468
0.8667,0.0056398846209049225
0.8889,0.005996472202241421
0.9111,0.0061897835694253445
0.9333,0.006016158498823643
0.9556,0.006445248611271381
0.9778,0.005151711404323578
1.0,0.0034245469141751528
