step,epoch,n_refreshed,mean,std,min,max,q00,q10,q20,q30,q40,q50,q60,q70,q80,q90,q100
2,0,,0.5618955492973328,0.15731234848499298,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5099999904632568,1.0,1.0
2,10,25000,0.283926397562027,0.3213495910167694,2.3962747945915908e-05,1.0,2.3962747945915908e-05,0.005349959246814251,0.016253210604190826,0.03659893199801445,0.07103119790554047,0.13041841983795166,0.24069370329380035,0.5,0.5,1.0,1.0
2,20,25000,0.28394508361816406,0.3213809132575989,2.1572051991824992e-05,1.0,2.1572051991824992e-05,0.0053070406429469585,0.016515521332621574,0.03655977547168732,0.07090826332569122,0.1305629462003708,0.23797273635864258,0.5,0.5,1.0,1.0
2,30,25000,0.28407740592956543,0.3214947283267975,2.102696271322202e-05,1.0,2.102696271322202e-05,0.005320934113115072,0.016249384731054306,0.036586176604032516,0.07107491046190262,0.12982064485549927,0.23743847012519836,0.5,0.5,1.0,1.0
2,40,25000,0.28394338488578796,0.32136934995651245,2.3460785087081604e-05,1.0,2.3460785087081604e-05,0.005312761757522821,0.016189729794859886,0.03653380274772644,0.07135340571403503,0.1308988779783249,0.23874270915985107,0.5,0.5,1.0,1.0
2,50,25000,0.2840207815170288,0.32152923941612244,1.8518114302423783e-05,1.0,1.8518114302423783e-05,0.005326360464096069,0.01650192029774189,0.03625927120447159,0.07097694277763367,0.13101127743721008,0.237835094332695,0.5,0.5,1.0,1.0
2,60,25000,0.28412964940071106,0.3215606212615967,2.2053787688491866e-05,1.0,2.2053787688491866e-05,0.0052683171816170216,0.0164114311337471,0.03649410605430603,0.07126320153474808,0.13103598356246948,0.23715829849243164,0.5,0.5,1.0,1.0
2,70,25000,0.2840976119041443,0.32155483961105347,2.197272624471225e-05,1.0,2.197272624471225e-05,0.005316572263836861,0.016476161777973175,0.03636820241808891,0.07066245377063751,0.1306304633617401,0.23901788890361786,0.5,0.5,1.0,1.0
2,80,25000,0.2840607762336731,0.3216667175292969,1.9446764781605452e-05,1.0,1.9446764781605452e-05,0.00530000077560544,0.016254479065537453,0.036401741206645966,0.07073929905891418,0.1305767297744751,0.2375757247209549,0.5,0.5,1.0,1.0
2,90,25000,0.2842397689819336,0.32176274061203003,2.0289618987590075e-05,1.0,2.0289618987590075e-05,0.005396951921284199,0.016450801864266396,0.03647840395569801,0.0705752968788147,0.13071539998054504,0.23834532499313354,0.5,0.5,1.0,1.0
