step,epoch,n_refreshed,mean,std,min,max,q00,q10,q20,q30,q40,q50,q60,q70,q80,q90,q100
8,0,,0.27622154355049133,0.4452613890171051,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.0,1.0,1.0
8,40,25000,0.28120431303977966,0.44383490085601807,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3550804034423436e-08,1.775684381755127e-07,1.0685155757528264e-05,0.0008641482563689351,0.07101407647132874,1.0,1.0,1.0
8,80,25000,0.28139427304267883,0.443941205739975,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3388812725168009e-08,1.8086065267652884e-07,1.102428086596774e-05,0.0008571968064643443,0.07302787154912949,1.0,1.0,1.0
8,120,25000,0.28228560090065,0.4449886083602905,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3522363673246218e-08,1.818121404539852e-07,1.0799172741826624e-05,0.0007790158852003515,0.07201292365789413,1.0,1.0,1.0
8,160,25000,0.2824877202510834,0.44514089822769165,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3339009008461744e-08,1.917149745622737e-07,1.1000034646713175e-05,0.0008462704718112946,0.06778847426176071,1.0,1.0,1.0
8,200,25000,0.2824752628803253,0.44516655802726746,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3585537139704229e-08,1.8162175763336563e-07,1.1022133548976853e-05,0.0008630439406260848,0.06666667014360428,1.0,1.0,1.0
8,240,25000,0.2825307250022888,0.4452023506164551,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3517186481237786e-08,1.8540816881795763e-07,1.1303837709419895e-05,0.0008732599671930075,0.07166074961423874,1.0,1.0,1.0
8,280,25000,0.28247010707855225,0.44518953561782837,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3521818331696522e-08,1.792636936670533e-07,1.0550586921453942e-05,0.0008212455431930721,0.07240261882543564,1.0,1.0,1.0
8,320,25000,0.2824041545391083,0.4452357590198517,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3420303979216897e-08,1.8945245017221168e-07,1.0806637874338776e-05,0.0008582235313951969,0.06769158691167831,1.0,1.0,1.0
8,360,25000,0.2825941741466522,0.4452206790447235,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.3470714321783817e-08,1.8047450112135266e-07,1.09784505184507e-05,0.000821738678496331,0.07050757855176926,1.0,1.0,1.0
8,400,25000,0.2826014459133148,0.4452359676361084,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.347023026454508e-08,1.8060215722925932e-07,1.0826719517353922e-05,0.0008700098260305822,0.06666667759418488,1.0,1.0,1.0
8,440,25000,0.2825486660003662,0.44531723856925964,9.99999993922529e-09,1.0,9.99999993922529e-09,9.99999993922529e-09,9.99999993922529e-09,1.346934030976854e-08,1.9107017124042613e-07,1.0497113180463202e-05,0.0008205588674172759,0.06847433000802994,1.0,1.0,1.0
