corr,mean_pd
0.3789,0.0025490717962384224
0.4211,0.002887281123548746
0.4632,0.002841163659468293
0.5053,0.003233803203329444
0.5474,0.0032346509397029877
0.5895,0.0035026848781853914
0.6316,0.0037961748894304037
0.6737,0.004041062667965889
0.7158,0.004277489148080349
0.7579,0.004765917547047138
0.8,0.004928745795041323
0.8222,0.005165359936654568
0.8444,0.005159974098205566
0.8667,0.005147689022123814
0.8889,0.00528487004339695
0.9111,0.005182772874832153
0.9333,0.005248109344393015
0.9556,0.004914749413728714
0.9778,0.004633279517292976
1.0,0.0037326489109545946
