corr,mean_pd
0.0,0.041550975292921066
0.0421,0.04099169000983238
0.0842,0.04424825310707092
0.1263,0.04785699024796486
0.1684,0.0491255521774292
0.2105,0.05177902802824974
0.2526,0.05335574969649315
0.2947,0.05578138306736946
0.3368,0.058871712535619736
0.3789,0.06188606098294258
0.4211,0.06516443192958832
0.4632,0.06868413835763931
0.5053,0.0726267620921135
0.5474,0.07872343808412552
0.5895,0.08310821652412415
0.6316,0.08997535705566406
0.6737,0.09388520568609238
0.7158,0.09379726648330688
0.7579,0.09864840656518936
0.8,0.10554227977991104
0.8222,0.10382280498743057
0.8444,0.10592648386955261
0.8667,0.11068850755691528
0.8889,0.1147330179810524
0.9111,0.11746925860643387
0.9333,0.11241935938596725
0.9556,0.10454493016004562
0.9778,0.09267567843198776
1.0,0.0757983848452568
