corr,mean_pd
0.0,0.03395497053861618
0.0421,0.036325372755527496
0.0842,0.03816810995340347
0.1263,0.04080183058977127
0.1684,0.0418543666601181
0.2105,0.04538875073194504
0.2526,0.047419462352991104
0.2947,0.04940088838338852
0.3368,0.05379290506243706
0.3789,0.05587773397564888
0.4211,0.060807157307863235
0.4632,0.06339581310749054
0.5053,0.06684692949056625
0.5474,0.0711139515042305
0.5895,0.07701624929904938
0.6316,0.0801318809390068
0.6737,0.08598283678293228
0.7158,0.08953261375427246
0.7579,0.09583768993616104
0.8,0.0962410718202591
0.8222,0.09936001151800156
0.8444,0.10202948749065399
0.8667,0.10334938764572144
0.8889,0.10504722595214844
0.9111,0.1053115501999855
0.9333,0.10925421863794327
0.9556,0.1070360541343689
0.9778,0.10003624111413956
1.0,0.07110550254583359
