corr,mean_pd
0.0,0.5855806469917297
0.0421,0.5960383415222168
0.0842,0.6037333607673645
0.1263,0.6062078475952148
0.1684,0.6142474412918091
0.2105,0.6164898872375488
0.2526,0.6255903244018555
0.2947,0.6256767511367798
0.3368,0.627950131893158
0.3789,0.6337901949882507
0.4211,0.6358845233917236
0.4632,0.6434292197227478
0.5053,0.6442185044288635
0.5474,0.6479275822639465
0.5895,0.6503986716270447
0.6316,0.6536495089530945
0.6737,0.6587321162223816
0.7158,0.659558117389679
0.7579,0.6604326367378235
0.8,0.6615151762962341
0.8222,0.6612936854362488
0.8444,0.664210319519043
0.8667,0.6631315350532532
0.8889,0.6598877310752869
0.9111,0.6544211506843567
0.9333,0.6469350457191467
0.9556,0.6350235342979431
0.9778,0.6159113049507141
1.0,0.5543596744537354
