corr,mean_pd
0.0,0.038046400994062424
0.0421,0.03646034747362137
0.0842,0.039260558784008026
0.1263,0.03982696682214737
0.1684,0.041383035480976105
0.2105,0.04596364498138428
0.2526,0.048852600157260895
0.2947,0.05166386440396309
0.3368,0.052419353276491165
0.3789,0.05935950204730034
0.4211,0.05879906937479973
0.4632,0.06389309465885162
0.5053,0.06875398010015488
0.5474,0.07050614058971405
0.5895,0.07401762902736664
0.6316,0.08155228197574615
0.6737,0.08606313169002533
0.7158,0.0913083404302597
0.7579,0.09518374502658844
0.8,0.09994226694107056
0.8222,0.10064567625522614
0.8444,0.10307927429676056
0.8667,0.10876326262950897
0.8889,0.1090257540345192
0.9111,0.1130860298871994
0.9333,0.10916151851415634
0.9556,0.10881374776363373
0.9778,0.09852057695388794
1.0,0.07377924770116806
