corr,mean_pd
0.0,0.049074865877628326
0.0421,0.04965198412537575
0.0842,0.05272194370627403
0.1263,0.0551997534930706
0.1684,0.05704745277762413
0.2105,0.06031232327222824
0.2526,0.062381062656641006
0.2947,0.06569958478212357
0.3368,0.06786933541297913
0.3789,0.07129423320293427
0.4211,0.07343938946723938
0.4632,0.07568168640136719
0.5053,0.08006343245506287
0.5474,0.08312457799911499
0.5895,0.08421483635902405
0.6316,0.08752461522817612
0.6737,0.09000778198242188
0.7158,0.09198901057243347
0.7579,0.09156136214733124
0.8,0.09242980182170868
0.8222,0.0927455872297287
0.8444,0.0929553210735321
0.8667,0.09482557326555252
0.8889,0.09683050215244293
0.9111,0.09474144876003265
0.9333,0.09272586554288864
0.9556,0.09071317315101624
0.9778,0.0868222564458847
1.0,0.07351893931627274
