step,epoch,n_refreshed,mean,std,min,max,q00,q10,q20,q30,q40,q50,q60,q70,q80,q90,q100
0,0,,0.00901440903544426,0.04797658696770668,9.99999905104687e-09,0.5799999833106995,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,9.99999905104687e-09,0.5799999833106995
0,40,25000,0.1750325858592987,0.23133480548858643,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01235329918563366,0.02374313771724701,0.044156916439533234,0.07952479273080826,0.13412703573703766,0.20670545101165771,0.302864670753479,0.43070220947265625,1.0
0,80,25000,0.17511792480945587,0.23137181997299194,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012376700527966022,0.02377943880856037,0.04440394788980484,0.07877456396818161,0.13430817425251007,0.20693837106227875,0.3025423586368561,0.43208110332489014,1.0
0,120,25000,0.17500954866409302,0.23148608207702637,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012383569963276386,0.023473890498280525,0.04438118264079094,0.07967597246170044,0.13406811654567719,0.20668013393878937,0.30164894461631775,0.42928576469421387,1.0
0,160,25000,0.1761225014925003,0.23505659401416779,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012414298951625824,0.023684505373239517,0.04408460110425949,0.07909353077411652,0.1341010332107544,0.2070128172636032,0.30122753977775574,0.4308830499649048,1.0
0,200,25000,0.17757803201675415,0.24000132083892822,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012319697067141533,0.02380979061126709,0.04450148344039917,0.07886505872011185,0.13379190862178802,0.20599935948848724,0.30100569128990173,0.4322376847267151,1.0
0,240,25000,0.17763559520244598,0.23996447026729584,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012478820979595184,0.02353733405470848,0.044375836849212646,0.07974317669868469,0.13349518179893494,0.20645785331726074,0.301224946975708,0.43258967995643616,1.0
0,280,25000,0.17782166600227356,0.2401835322380066,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01240134984254837,0.023487091064453125,0.04450315609574318,0.07931011915206909,0.1340663582086563,0.20761507749557495,0.3019205927848816,0.4304405152797699,1.0
0,320,25000,0.1776907593011856,0.24024921655654907,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012346920557320118,0.023561816662549973,0.044701334089040756,0.07961668074131012,0.1335819661617279,0.20635946094989777,0.3013695478439331,0.42997923493385315,1.0
0,360,25000,0.1777515411376953,0.24036642909049988,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012320062145590782,0.02382962964475155,0.04441504552960396,0.07963301241397858,0.13422702252864838,0.20673072338104248,0.3008398115634918,0.4294322729110718,1.0
0,400,25000,0.1778087466955185,0.2406598925590515,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012230549938976765,0.023639800027012825,0.04430327191948891,0.07984024286270142,0.13367021083831787,0.2061002552509308,0.30220144987106323,0.42985761165618896,1.0
0,440,25000,0.17778891324996948,0.24073857069015503,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012430059723556042,0.023471301421523094,0.044386155903339386,0.0792163759469986,0.13327714800834656,0.2056698501110077,0.30340155959129333,0.43043652176856995,1.0
0,480,25000,0.17786400020122528,0.24076372385025024,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012290310114622116,0.02355656400322914,0.04438067227602005,0.07911038398742676,0.13390938937664032,0.20759424567222595,0.30199459195137024,0.430586040019989,1.0
0,520,25000,0.1778269112110138,0.24058406054973602,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012331269681453705,0.023552725091576576,0.04454405605792999,0.07973547279834747,0.13415493071079254,0.20551779866218567,0.3016858398914337,0.43042099475860596,1.0
0,560,25000,0.17792391777038574,0.24078230559825897,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012304326519370079,0.02356046997010708,0.0447329506278038,0.07944802939891815,0.13318699598312378,0.20649462938308716,0.3017289936542511,0.43250763416290283,1.0
0,600,25000,0.1778401881456375,0.24080340564250946,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012328569777309895,0.023520875722169876,0.044236861169338226,0.07919484376907349,0.13385364413261414,0.20616699755191803,0.30099597573280334,0.4313044548034668,1.0
0,640,25000,0.1779160350561142,0.24078577756881714,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01232664380222559,0.023532578721642494,0.04458015784621239,0.07920454442501068,0.13393090665340424,0.20653948187828064,0.30172446370124817,0.4308456480503082,1.0
0,680,25000,0.17787909507751465,0.24073442816734314,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01232166588306427,0.02357892505824566,0.04453377425670624,0.07928372919559479,0.13423869013786316,0.2064387947320938,0.3000607490539551,0.43144553899765015,1.0
0,720,25000,0.17795513570308685,0.2407306283712387,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012398545630276203,0.02355950139462948,0.04434258118271828,0.07952255010604858,0.1348225176334381,0.20644313097000122,0.30211296677589417,0.43214404582977295,1.0
0,760,25000,0.17782872915267944,0.24075570702552795,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01231265440583229,0.023525681346654892,0.04449719935655594,0.07934173941612244,0.13328039646148682,0.20637184381484985,0.3015979826450348,0.43073758482933044,1.0
0,800,25000,0.17797710001468658,0.24091492593288422,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012299257330596447,0.02359791100025177,0.044431086629629135,0.07956087589263916,0.13354797661304474,0.2061661183834076,0.3011069893836975,0.4318672716617584,1.0
0,840,25000,0.17797812819480896,0.24091804027557373,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012425465509295464,0.02356097102165222,0.04444139823317528,0.07958199083805084,0.13398650288581848,0.2067212015390396,0.30193647742271423,0.4313352704048157,1.0
0,880,25000,0.17791809141635895,0.24084888398647308,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012368239462375641,0.023573677986860275,0.04442206770181656,0.07935740053653717,0.13316743075847626,0.20650102198123932,0.30199310183525085,0.43044769763946533,1.0
0,920,25000,0.17784854769706726,0.24076701700687408,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012328004464507103,0.023567790165543556,0.044247567653656006,0.07964373379945755,0.13343636691570282,0.20665371417999268,0.3019593060016632,0.4302053153514862,1.0
0,960,25000,0.17799755930900574,0.24089042842388153,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012421258725225925,0.023737303912639618,0.044349879026412964,0.07957231253385544,0.134032741189003,0.20713630318641663,0.30218952894210815,0.43139562010765076,1.0
0,1000,25000,0.17799986898899078,0.24110619723796844,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01235594879835844,0.023543965071439743,0.04420654475688934,0.0797981470823288,0.133645161986351,0.20644895732402802,0.300465852022171,0.4317784607410431,1.0
0,1040,25000,0.17795516550540924,0.2410709708929062,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012288892641663551,0.023576218634843826,0.044270455837249756,0.07941365242004395,0.13347432017326355,0.20679154992103577,0.3014982044696808,0.4298148453235626,1.0
0,1080,25000,0.1780000925064087,0.24095605313777924,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012403001077473164,0.023464221507310867,0.04446323588490486,0.07902020215988159,0.13408617675304413,0.20748043060302734,0.30148378014564514,0.4296647906303406,1.0
0,1120,25000,0.1779259741306305,0.24097131192684174,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012317675165832043,0.02364964783191681,0.044349413365125656,0.07932470738887787,0.1339474469423294,0.20621462166309357,0.3005176782608032,0.43014198541641235,1.0
0,1160,25000,0.17805783450603485,0.2411297857761383,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012267056852579117,0.023635974153876305,0.044502392411231995,0.07898875325918198,0.1337507665157318,0.20677855610847473,0.3021250367164612,0.4320562481880188,1.0
0,1200,25000,0.17789028584957123,0.24093227088451385,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012391329742968082,0.023556580767035484,0.04444244131445885,0.07888387888669968,0.13391321897506714,0.20677365362644196,0.30123278498649597,0.42942818999290466,1.0
0,1240,25000,0.17804357409477234,0.24097958207130432,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012385083362460136,0.023601606488227844,0.04444437846541405,0.07941657304763794,0.13376015424728394,0.20710070431232452,0.3018925189971924,0.4317696988582611,1.0
0,1280,25000,0.17794764041900635,0.24110105633735657,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012355868704617023,0.02365480549633503,0.04434962943196297,0.07926727831363678,0.13390353322029114,0.20584405958652496,0.30119943618774414,0.43075990676879883,1.0
0,1320,25000,0.1778818517923355,0.240925133228302,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012405002489686012,0.023614607751369476,0.04458702728152275,0.0796685516834259,0.13347046077251434,0.206758052110672,0.30155080556869507,0.4304528832435608,1.0
0,1360,25000,0.17810599505901337,0.24114739894866943,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012304337695240974,0.023699326440691948,0.04443289339542389,0.0795864537358284,0.133619487285614,0.20751771330833435,0.30225664377212524,0.43061327934265137,1.0
0,1400,25000,0.17808350920677185,0.24135920405387878,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012380087748169899,0.023729771375656128,0.04463133588433266,0.07896552234888077,0.13429813086986542,0.20636789500713348,0.30102086067199707,0.431772917509079,1.0
0,1440,25000,0.17803016304969788,0.24129104614257812,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012304170057177544,0.023523416370153427,0.04443826153874397,0.07924148440361023,0.13340790569782257,0.20596717298030853,0.30196642875671387,0.43056365847587585,1.0
0,1480,25000,0.1782100945711136,0.24130918085575104,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012350846081972122,0.023650193586945534,0.04438226297497749,0.07957977056503296,0.13348403573036194,0.20668427646160126,0.3020513951778412,0.43150794506073,1.0
0,1520,25000,0.17800921201705933,0.24108628928661346,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012298244051635265,0.023608596995472908,0.04441433772444725,0.07902909070253372,0.13397662341594696,0.20682363212108612,0.30169469118118286,0.4300425946712494,1.0
0,1560,25000,0.17804214358329773,0.24122434854507446,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012355685234069824,0.02357936091721058,0.0441739447414875,0.07929342985153198,0.13371635973453522,0.20533908903598785,0.3027799427509308,0.42987075448036194,1.0
0,1600,25000,0.17813602089881897,0.24118521809577942,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012327181175351143,0.0235567819327116,0.04464508593082428,0.07947143167257309,0.133890762925148,0.2068362534046173,0.30296939611434937,0.4309360384941101,1.0
0,1640,25000,0.17815594375133514,0.24140754342079163,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012280800379812717,0.023681344464421272,0.04453755170106888,0.07983281463384628,0.1338408887386322,0.20691294968128204,0.30146345496177673,0.431555837392807,1.0
0,1680,25000,0.1780572384595871,0.24135740101337433,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012299278751015663,0.0236158836632967,0.044383008033037186,0.07925207912921906,0.13366761803627014,0.20566324889659882,0.3016720116138458,0.43187832832336426,1.0
0,1720,25000,0.17812113463878632,0.24139165878295898,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012391794472932816,0.02380884625017643,0.04455391690135002,0.07993849366903305,0.13364212214946747,0.2065606266260147,0.3012946844100952,0.4314820170402527,1.0
0,1760,25000,0.17819032073020935,0.24129177629947662,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01241127960383892,0.02368064969778061,0.04451720789074898,0.08000000566244125,0.13381673395633698,0.20664554834365845,0.302336186170578,0.42956307530403137,1.0
0,1800,25000,0.17797107994556427,0.24127259850502014,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01240813173353672,0.023693887516856194,0.04436102882027626,0.07893902063369751,0.13381898403167725,0.20667415857315063,0.30153340101242065,0.4298032820224762,1.0
0,1840,25000,0.17806658148765564,0.24143341183662415,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012462086975574493,0.023504210636019707,0.044281262904405594,0.07899487018585205,0.13367533683776855,0.20521889626979828,0.3012719750404358,0.4310297966003418,1.0
0,1880,25000,0.1781158596277237,0.24137526750564575,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012367562390863895,0.02365943230688572,0.0442935936152935,0.07915909588336945,0.133723184466362,0.20646162331104279,0.3024282157421112,0.43097037076950073,1.0
0,1920,25000,0.1781408041715622,0.24143290519714355,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012380650267004967,0.0235778596252203,0.04435371980071068,0.07946130633354187,0.1329481452703476,0.20646540820598602,0.3015926480293274,0.4305092692375183,1.0
0,1960,25000,0.17818468809127808,0.241600900888443,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012320837005972862,0.023536456748843193,0.04419823735952377,0.07918357849121094,0.1334415078163147,0.20588986575603485,0.3017440438270569,0.43120986223220825,1.0
0,2000,25000,0.1780695766210556,0.24141430854797363,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012419328093528748,0.023699292913079262,0.04448748379945755,0.07938267290592194,0.13377653062343597,0.20604051649570465,0.301722913980484,0.43118757009506226,1.0
0,2040,25000,0.17813706398010254,0.24156466126441956,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01233683805912733,0.023799216374754906,0.04452694207429886,0.07937878370285034,0.13369061052799225,0.20690439641475677,0.3016027510166168,0.4306199252605438,1.0
0,2080,25000,0.1779656708240509,0.24142129719257355,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012307693250477314,0.023468192666769028,0.044448986649513245,0.07930692285299301,0.13352763652801514,0.20668251812458038,0.3005805015563965,0.4288300573825836,1.0
0,2120,25000,0.17805783450603485,0.24148397147655487,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012362211011350155,0.023634467273950577,0.04452857747673988,0.07936812937259674,0.13314731419086456,0.2068386673927307,0.30187734961509705,0.43027883768081665,1.0
0,2160,25000,0.17814673483371735,0.24147312343120575,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01239846833050251,0.0236902367323637,0.044489771127700806,0.07918663322925568,0.13406875729560852,0.20585590600967407,0.30150550603866577,0.4303062856197357,1.0
0,2200,25000,0.1780795156955719,0.24136094748973846,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01225254312157631,0.02360902540385723,0.04445330426096916,0.07937660068273544,0.13395565748214722,0.20581269264221191,0.3018372654914856,0.43199312686920166,1.0
0,2240,25000,0.1782217025756836,0.2416180670261383,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012355430983006954,0.023650063201785088,0.04433795064687729,0.07939271628856659,0.13440781831741333,0.20688621699810028,0.30032458901405334,0.43114015460014343,1.0
0,2280,25000,0.17812654376029968,0.24147656559944153,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012338797561824322,0.0235483068972826,0.044119108468294144,0.07905761897563934,0.1337359994649887,0.20622949302196503,0.3023737370967865,0.4318675696849823,1.0
0,2320,25000,0.17805345356464386,0.2414330542087555,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012350059114396572,0.02362893708050251,0.044329117983579636,0.07966561615467072,0.13370832800865173,0.20666690170764923,0.3019585609436035,0.42981451749801636,1.0
0,2360,25000,0.17812928557395935,0.24145036935806274,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01242074929177761,0.02371031604707241,0.044201046228408813,0.07942140847444534,0.13384148478507996,0.2066325843334198,0.3018978238105774,0.4309912919998169,1.0
0,2400,25000,0.17813344299793243,0.24165481328964233,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01232199277728796,0.023489711806178093,0.04421043023467064,0.07938667386770248,0.13320086896419525,0.20628900825977325,0.3011918067932129,0.43203458189964294,1.0
0,2440,25000,0.17824357748031616,0.2416786104440689,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012444328516721725,0.023682530969381332,0.04437880590558052,0.07934842258691788,0.13417188823223114,0.2065964788198471,0.3016875386238098,0.43076056241989136,1.0
0,2480,25000,0.17807307839393616,0.24159292876720428,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012354630045592785,0.023543043062090874,0.044677745550870895,0.07886014878749847,0.1341892033815384,0.20601950585842133,0.301542192697525,0.4312067925930023,1.0
0,2520,25000,0.17820434272289276,0.24152061343193054,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012373759411275387,0.023434964939951897,0.04456636682152748,0.07912664860486984,0.1342017650604248,0.20680397748947144,0.3019667863845825,0.43105077743530273,1.0
0,2560,25000,0.17815139889717102,0.24168968200683594,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012394496239721775,0.023524746298789978,0.044120676815509796,0.07999999821186066,0.1337817758321762,0.20612749457359314,0.30132314562797546,0.43060895800590515,1.0
0,2600,25000,0.1781240552663803,0.24157945811748505,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012353755533695221,0.023732105270028114,0.04427921026945114,0.07935740053653717,0.13399054110050201,0.20688773691654205,0.3007505238056183,0.43127351999282837,1.0
0,2640,25000,0.17820905148983002,0.2417272925376892,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012400230392813683,0.023611243814229965,0.04427209496498108,0.07942400872707367,0.1342601180076599,0.20645397901535034,0.3020022213459015,0.4312822222709656,1.0
0,2680,25000,0.17813755571842194,0.24165672063827515,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012332706712186337,0.02359875850379467,0.044311393052339554,0.07951083779335022,0.13416887819766998,0.20604735612869263,0.30185016989707947,0.42985799908638,1.0
0,2720,25000,0.17819669842720032,0.24161042273044586,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012373569421470165,0.023581529036164284,0.044566817581653595,0.07953151315450668,0.1333768218755722,0.20701536536216736,0.3009682297706604,0.43072962760925293,1.0
0,2760,25000,0.17813175916671753,0.2416803538799286,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012318720109760761,0.023428846150636673,0.04441336914896965,0.07922853529453278,0.13363444805145264,0.20658734440803528,0.3018949031829834,0.4309386610984802,1.0
0,2800,25000,0.17816029489040375,0.24160164594650269,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012383165769279003,0.023543041199445724,0.04450912028551102,0.07956883311271667,0.13362309336662292,0.20603732764720917,0.3017594814300537,0.4315028786659241,1.0
0,2840,25000,0.178171306848526,0.2415888011455536,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012348661199212074,0.023595545440912247,0.044225387275218964,0.07938240468502045,0.13353532552719116,0.2070150524377823,0.3013433814048767,0.43038487434387207,1.0
0,2880,25000,0.17823511362075806,0.241615891456604,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01237520296126604,0.02381558157503605,0.04446033015847206,0.07944783568382263,0.13372257351875305,0.2067427784204483,0.30166730284690857,0.42933234572410583,1.0
0,2920,25000,0.17812016606330872,0.24155548214912415,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.012344586662948132,0.023629367351531982,0.04442498832941055,0.07908005267381668,0.134123757481575,0.206373393535614,0.3014988601207733,0.43189534544944763,1.0
0,2960,25000,0.17817947268486023,0.24156998097896576,9.99999905104687e-09,1.0,9.99999905104687e-09,9.99999905104687e-09,0.01226237416267395,0.023691140115261078,0.044496577233076096,0.07919380068778992,0.133834570646286,0.20736412703990936,0.30202916264533997,0.4303452670574188,1.0
