corr,mean_pd
0.0,0.30733567476272583
0.0421,0.3145635426044464
0.0842,0.3175392746925354
0.1263,0.3182523846626282
0.1684,0.32450956106185913
0.2105,0.32928672432899475
0.2526,0.3357137441635132
0.2947,0.34020012617111206
0.3368,0.3456379175186157
0.3789,0.35198813676834106
0.4211,0.35282430052757263
0.4632,0.36076298356056213
0.5053,0.3644449710845947
0.5474,0.36761191487312317
0.5895,0.3705647885799408
0.6316,0.37560659646987915
0.6737,0.3789443373680115
0.7158,0.3831791579723358
0.7579,0.38977867364883423
0.8,0.39586174488067627
0.8222,0.3996289372444153
0.8444,0.4020143151283264
0.8667,0.4029257893562317
0.8889,0.40886807441711426
0.9111,0.4111953377723694
0.9333,0.4141206741333008
0.9556,0.4152609407901764
0.9778,0.41634878516197205
1.0,0.37083616852760315
